"","Contains fear","containes excitement"
"native",0.164723128080368,0.83527684211731
"nato",0.185202404856682,0.814797580242157
"natural",0.0443293005228043,0.955670714378357
"naturalism",0.110212720930576,0.889787316322327
"naturally",0.0415286310017109,0.958471357822418
"nature",0.0327663086354733,0.967233657836914
"nauto",0.200800403952599,0.79919958114624
"naval",0.0525919534265995,0.947408080101013
"navigate",0.0975084826350212,0.902491509914398
"navigates",0.174716159701347,0.825283825397491
"navigating",0.0987304747104645,0.901269495487213
"navy",0.154306977987289,0.845693051815033
"nazareth",0.263283669948578,0.736716330051422
"nazi",0.473486453294754,0.526513516902924
"nbcuniversal",0.176515936851501,0.823484122753143
"nearby",0.0922812297940254,0.907718777656555
"neat",0.935191988945007,0.0648080408573151
"neatly",0.9547079205513,0.045292042195797
"necessarily",0.260144531726837,0.739855468273163
"necessitated",0.294921070337296,0.705078899860382
"needles",0.343306988477707,0.656693041324615
"needn",0.26592743396759,0.73407256603241
"negative",0.806277096271515,0.193722888827324
"negatively",0.723007321357727,0.276992708444595
"neglecting",0.767070770263672,0.232929185032845
"negotiable",0.846200406551361,0.153799578547478
"negotiating",0.5748610496521,0.425138890743256
"negotiation",0.58749783039093,0.412502139806747
"neighboring",0.54504668712616,0.45495331287384
"neil",0.716195344924927,0.283804625272751
"neo",0.281878232955933,0.718121767044067
"nerdy",0.159494072198868,0.840505957603455
"nerve",0.221186891198158,0.778813123703003
"nervous",0.441033869981766,0.558966159820557
"net",0.117362976074219,0.882637023925781
"netanyahu",0.246581450104713,0.753418564796448
"netapp",0.133641168475151,0.866358816623688
"netflix",0.0916847512125969,0.908315241336823
"netherlands",0.216303199529648,0.783696830272675
"network",0.0720356851816177,0.927964329719543
"networking",0.143822863698006,0.856177151203156
"netzer",0.249885991215706,0.750114023685455
"neukom",0.324414372444153,0.675585627555847
"neural",0.442738205194473,0.557261824607849
"neuroatypical",0.693836748600006,0.306163221597672
"neurodegenerative",0.571603775024414,0.428396224975586
"neurodivergent",0.458130568265915,0.541869521141052
"neurology",0.609801650047302,0.390198349952698
"neuromorphic",0.386677503585815,0.613322556018829
"neuron",0.148095339536667,0.851904690265656
"neuroscience",0.197955831885338,0.802044153213501
"neurosurgery",0.368811845779419,0.631188213825226
"neurotechnology",0.197623729705811,0.802376270294189
"neutral",0.247221365571022,0.752778649330139
"new",0.107385814189911,0.892614185810089
"newedge",0.144614666700363,0.855385303497314
"newly",0.134690195322037,0.865309834480286
"newman",0.16361740231514,0.836382627487183
"newsartificial",0.19940547645092,0.800594568252563
"newsautism",0.466682314872742,0.533317685127258
"newsbrain",0.127449870109558,0.872550070285797
"newscast",0.282356768846512,0.717643260955811
"newsfeed",0.125375851988792,0.874624133110046
"newsletter",0.213363096117973,0.786636888980865
"newsneurotechnology",0.139678508043289,0.860321521759033
"newsonlinewestmidlands",0.183368593454361,0.816631376743317
"newspaper",0.193812385201454,0.806187629699707
"newsrobotics",0.170506432652473,0.829493582248688
"newsroom",0.144803196191788,0.855196833610535
"newssubscribe",0.221406117081642,0.778593897819519
"newton",0.1636803150177,0.8363196849823
"nexis",0.310252636671066,0.689747333526611
"nfts",0.147597908973694,0.852402150630951
"ng",0.106818810105324,0.893181204795837
"nh",0.125895723700523,0.874104261398315
"nhs",0.184573531150818,0.815426528453827
"nic",0.222077816724777,0.777922213077545
"nice",0.0224778633564711,0.977522134780884
"nicely",0.0216677971184254,0.978332221508026
"niche",0.345133930444717,0.65486603975296
"niches",0.355965256690979,0.644034683704376
"nicknamed",0.238971590995789,0.761028409004211
"night",0.129643768072128,0.870356261730194
"nightwatch",0.0951641798019409,0.904835820198059
"nimble",0.0456995479762554,0.954300403594971
"nimo",0.187367022037506,0.812632977962494
"nineteenth",0.157549843192101,0.842450141906738
"ninja",0.198700353503227,0.801299631595612
"ninon",0.173092052340508,0.826907932758331
"nissan",0.214182391762733,0.785817623138428
"nitasha",0.209955424070358,0.790044546127319
"nlp",0.150733307003975,0.849266707897186
"nobel",0.345147341489792,0.654852628707886
"nod",0.216900005936623,0.783100008964539
"nodding",0.557503283023834,0.442496746778488
"noise",0.825915396213531,0.174084559082985
"noisy",0.122592113912106,0.877407908439636
"nokia",0.269085705280304,0.730914294719696
"nomenclature",0.234531313180923,0.765468657016754
"nominate",0.1090447306633,0.8909552693367
"nonautonomous",0.445594549179077,0.554405510425568
"nonbinding",0.469127625226974,0.530872404575348
"nonetheless",0.158208459615707,0.841791570186615
"nonprofessional",0.657224297523499,0.342775702476501
"nonprofit",0.412139326334,0.587860703468323
"nonsense",0.750837445259094,0.249162524938583
"nonsensical",0.288450121879578,0.711549937725067
"nonwork",0.788081884384155,0.211918130517006
"nordisk",0.725025057792664,0.274975001811981
"norm",0.242627322673798,0.757372736930847
"normal",0.0538958795368671,0.946104109287262
"nortek",0.391074329614639,0.608925640583038
"north",0.130001962184906,0.869998037815094
"northern",0.15940497815609,0.840594947338104
"nossel",0.313695251941681,0.686304807662964
"not",0.505661487579346,0.494338542222977
"notable",0.870295882225037,0.129704117774963
"notably",0.477164149284363,0.522835850715637
"notch",0.27687332034111,0.723126709461212
"note",0.15760849416256,0.842391490936279
"notebook",0.205629020929337,0.794371008872986
"noted",0.637106239795685,0.362893790006638
"noteworthy",0.719323396682739,0.280676543712616
"notice",0.0899611115455627,0.910038888454437
"noticeably",0.0639526024460793,0.936047375202179
"noticed",0.175485745072365,0.824514269828796
"notices",0.490834325551987,0.509165644645691
"notification",0.719397306442261,0.280602693557739
"notified",0.770926296710968,0.229073733091354
"notify",0.723246574401855,0.276753395795822
"noting",0.625508248806,0.374491721391678
"notion",0.80144327878952,0.19855672121048
"notoriously",0.447254061698914,0.552745938301086
"notpetya",0.626853942871094,0.373146027326584
"nova",0.0722013562917709,0.927798688411713
"novarica",0.139428958296776,0.860570967197418
"novelai",0.31518492102623,0.684815049171448
"novella",0.214430302381516,0.785569667816162
"novelty",0.304233253002167,0.695766746997833
"november",0.288904428482056,0.7110955119133
"novo",0.183221071958542,0.816778957843781
"novumind",0.150066167116165,0.849933862686157
"nowaday",0.0716430321335793,0.928356945514679
"npu",0.161426961421967,0.838573038578033
"nsa",0.148644313216209,0.851355731487274
"nuance",0.130074486136436,0.869925498962402
"nuanced",0.0529516786336899,0.947048306465149
"nuances",0.117367506027222,0.882632553577423
"nuclear",0.13137823343277,0.86862176656723
"nudge",0.668012201786041,0.331987798213959
"numbered",0.18952414393425,0.810475826263428
"numbingly",0.917291879653931,0.0827081501483917
"numerous",0.10769084841013,0.892309129238129
"nuneaton",0.267291188240051,0.732708871364594
"nuro",0.173231482505798,0.826768517494202
"nursing",0.272425383329391,0.727574646472931
"nutanix",0.162442728877068,0.837557315826416
"nutshell",0.598869025707245,0.401130974292755
"nuvia",0.184462904930115,0.81553703546524
"nvda",0.207391023635864,0.792608976364136
"nvidia",0.143190264701843,0.856809675693512
"nvswitches",0.322888165712357,0.677111804485321
"nw",0.117785274982452,0.882214725017548
"nxp",0.143130704760551,0.856869280338287
"ny",0.0989072024822235,0.901092767715454
"nyca",0.129845499992371,0.870154440402985
"nytimescom",0.189968824386597,0.810031175613403
"o",0.109379455447197,0.890620529651642
"oath",0.275536984205246,0.724463045597076
"obama",0.179647669196129,0.820352256298065
"obfuscation",0.796386063098907,0.203613981604576
"object",0.131638959050179,0.868361055850983
"objected",0.594245970249176,0.405754059553146
"objectively",0.376581221818924,0.623418807983398
"objectives",0.21931853890419,0.780681490898132
"obligation",0.265244841575623,0.734755158424377
"obliged",0.424247413873672,0.57575261592865
"obscure",0.488408476114273,0.511591553688049
"obscured",0.78469854593277,0.21530145406723
"obscures",0.650784075260162,0.349216014146805
"observability",0.381504356861115,0.61849570274353
"observation",0.322977691888809,0.677022278308868
"observational",0.346840441226959,0.653159558773041
"observed",0.607138574123383,0.392861485481262
"observer",0.246527671813965,0.75347226858139
"observing",0.523155987262726,0.476844042539597
"obsessed",0.457649409770966,0.542350590229034
"obsolete",0.698015093803406,0.301984846591949
"obstacle",0.658986568450928,0.341013431549072
"obstacles",0.764303207397461,0.235696777701378
"obtain",0.155064985156059,0.84493499994278
"obtained",0.115306682884693,0.884693264961243
"obtaining",0.00858752615749836,0.991412460803986
"obvious",0.0790482610464096,0.920951724052429
"occasion",0.53572815656662,0.464271903038025
"occupation",0.388676881790161,0.611323118209839
"occupational",0.214519694447517,0.785480320453644
"occupied",0.333972245454788,0.666027724742889
"occur",0.209665328264236,0.790334641933441
"occurred",0.130143508315086,0.869856476783752
"occurring",0.13380129635334,0.866198658943176
"ocean",0.0697443559765816,0.930255651473999
"oct",0.127557098865509,0.872442901134491
"october",0.0522770136594772,0.947722971439362
"octopus",0.232985779643059,0.76701420545578
"oded",0.417728692293167,0.58227127790451
"oecd",0.205997928977013,0.794002056121826
"oems",0.211819410324097,0.788180589675903
"off",0.190602421760559,0.809397578239441
"offences",0.804802000522614,0.195197999477386
"offender",0.519496321678162,0.480503678321838
"offensive",0.762277901172638,0.237722173333168
"offer",0.0947235971689224,0.905276417732239
"offered",0.655267059803009,0.344732910394669
"offering",0.652156710624695,0.347843259572983
"offic",0.128637492656708,0.871362507343292
"office",0.158843591809273,0.841156363487244
"officer",0.17157906293869,0.82842093706131
"official",0.0946887657046318,0.905311226844788
"officialfederal",0.25429692864418,0.745703041553497
"officially",0.134074166417122,0.865925848484039
"offloading",0.333884447813034,0.666115522384644
"offset",0.407300889492035,0.59269917011261
"offside",0.370216399431229,0.629783630371094
"offspring",0.280286252498627,0.719713747501373
"ohio",0.14421646296978,0.855783522129059
"oil",0.127139449119568,0.872860550880432
"olive",0.27251473069191,0.727485239505768
"olsen",0.196672081947327,0.803327918052673
"omaha",0.18248438835144,0.81751561164856
"omar",0.155264899134636,0.844735085964203
"omer",0.140464201569557,0.859535813331604
"ominous",0.674286603927612,0.325713455677032
"omission",0.382057219743729,0.617942750453949
"ommer",0.193679004907608,0.806321024894714
"omni",0.127747729420662,0.872252285480499
"omniverse",0.174165993928909,0.825834035873413
"on",0.11280120164156,0.887198805809021
"onboarding",0.0677498951554298,0.932250082492828
"oncology",0.35310360789299,0.646896362304688
"onelake",0.782191455364227,0.217808499932289
"ongoing",0.0779371038079262,0.922062933444977
"online",0.0633232370018959,0.936676740646362
"onmanorama",0.158671513199806,0.841328501701355
"onnx",0.214721336960793,0.785278618335724
"onsemi",0.153169631958008,0.846830308437347
"onsite",0.156617000699043,0.843382954597473
"onslaught",0.613586783409119,0.386413246393204
"onug",0.238158449530602,0.761841595172882
"onus",0.238682359457016,0.761317670345306
"oops",0.320508807897568,0.679491221904755
"op",0.138165071606636,0.86183488368988
"opaque",0.547352969646454,0.452647060155869
"opco",0.188849270343781,0.811150789260864
"openai",0.0863960310816765,0.913603961467743
"openstack",0.146750822663307,0.853249192237854
"opentable",0.223592266440392,0.776407778263092
"operate",0.158172205090523,0.841827809810638
"operated",0.085416667163372,0.914583325386047
"operates",0.142565101385117,0.857434928417206
"operating",0.136184573173523,0.863815426826477
"operation",0.064794085919857,0.935205936431885
"operational",0.118623368442059,0.881376624107361
"operationalize",0.129429131746292,0.87057089805603
"operator",0.099894791841507,0.900105237960815
"opined",0.224510863423347,0.775489091873169
"opinion",0.236637756228447,0.763362228870392
"opium",0.206533446907997,0.793466508388519
"opportunistic",0.0558204986155033,0.944179475307465
"opportunity",0.026983056217432,0.973016977310181
"opposed",0.546373724937439,0.453626215457916
"opposite",0.327541321516037,0.672458708286285
"opt",0.189704313874245,0.810295701026917
"opted",0.317888081073761,0.682111918926239
"optic",0.17385171353817,0.826148271560669
"optical",0.251653254032135,0.748346745967865
"optimal",0.502141833305359,0.497858107089996
"optimism",0.0257748533040285,0.974225103855133
"optimist",0.040230568498373,0.959769487380981
"optimistic",0.0336161255836487,0.966383934020996
"optimization",0.0945313721895218,0.905468642711639
"optimize",0.0497885681688786,0.950211405754089
"optimized",0.0401288457214832,0.959871172904968
"optimizing",0.0466154739260674,0.953384459018707
"optimum",0.279396057128906,0.720604002475739
"opting",0.338362336158752,0.661637663841248
"option",0.123959444463253,0.876040577888489
"oracle",0.261534452438354,0.738465487957001
"oral",0.135235548019409,0.864764451980591
"orbit",0.0697740465402603,0.930225908756256
"orbital",0.0328679457306862,0.967132091522217
"orchestra",0.177913546562195,0.822086453437805
"orchestration",0.0644523277878761,0.935547649860382
"orderly",0.234819814562798,0.765180170536041
"ordinary",0.0983601436018944,0.901639819145203
"ore",0.116723962128162,0.883275985717773
"oregon",0.1591756939888,0.8408243060112
"organic",0.0768492221832275,0.923150718212128
"organisation",0.106283284723759,0.8937166929245
"organised",0.135842457413673,0.864157617092133
"organization",0.105007320642471,0.894992709159851
"organizational",0.13433076441288,0.865669250488281
"organize",0.0883392244577408,0.91166079044342
"organized",0.0937131717801094,0.906286835670471
"organizer",0.0922843441367149,0.907715618610382
"organizes",0.102344706654549,0.897655308246613
"organizing",0.0772820934653282,0.922717869281769
"orient",0.0721150487661362,0.927884936332703
"orientated",0.107121430337429,0.892878592014313
"orientation",0.0791287198662758,0.920871257781982
"oriented",0.0942912846803665,0.90570867061615
"origin",0.188159212470055,0.811840772628784
"original",0.227609142661095,0.772390842437744
"originality",0.233575597405434,0.766424357891083
"originally",0.278146356344223,0.721853613853455
"originated",0.307403296232224,0.692596673965454
"origination",0.218301609158516,0.781698346138
"osca",0.162589535117149,0.837410449981689
"ossoff",0.204975321888924,0.795024693012238
"ostp",0.149853870272636,0.850146174430847
"ounce",0.0852832794189453,0.914716720581055
"outapple",0.151050418615341,0.848949611186981
"outbreak",0.71221399307251,0.287786096334457
"outcome",0.169922187924385,0.830077767372131
"outcomes",0.0399117581546307,0.96008825302124
"outcompete",0.321723580360413,0.678276419639587
"outcry",0.718127965927124,0.281872034072876
"outdated",0.609236419200897,0.390763580799103
"outdo",0.266293674707413,0.733706295490265
"outer",0.149666145443916,0.850333869457245
"outlaw",0.63122171163559,0.368778347969055
"outlet",0.26257187128067,0.73742812871933
"outlines",0.269383817911148,0.73061615228653
"outlining",0.0798547565937042,0.920145213603973
"outlook",0.15686309337616,0.843136847019196
"outmaneuvered",0.213048234581947,0.786951839923859
"outpaced",0.140989720821381,0.859010279178619
"outpacing",0.377281785011292,0.622718155384064
"outperform",0.339484363794327,0.660515666007996
"outperformance",0.0695475116372108,0.930452525615692
"outperformed",0.708254933357239,0.291745126247406
"outplacement",0.553652942180634,0.446347057819366
"output",0.152327910065651,0.847672045230865
"outrage",0.904487252235413,0.0955127403140068
"outright",0.330050349235535,0.669949650764465
"outset",0.23927266895771,0.760727345943451
"outsider",0.604923605918884,0.39507645368576
"outsource",0.252294987440109,0.747705042362213
"outsources",0.338306188583374,0.661693811416626
"outsourcing",0.189995467662811,0.810004532337189
"outstanding",0.0169773735105991,0.983022630214691
"outukraine",0.576712012290955,0.423287987709045
"outward",0.195512145757675,0.804487884044647
"outweigh",0.30924916267395,0.69075083732605
"outwit",0.870217323303223,0.129782676696777
"overblown",0.342419147491455,0.6575807929039
"overboard",0.0990211740136147,0.900978863239288
"overbroad",0.231212973594666,0.768787086009979
"overcome",0.227286130189896,0.772713899612427
"overconfident",0.551799297332764,0.448200732469559
"overdraft",0.262763202190399,0.737236797809601
"overdue",0.326302707195282,0.673697292804718
"overhaul",0.372006922960281,0.627993106842041
"overlap",0.204428225755692,0.795571744441986
"overly",0.17144538462162,0.828554630279541
"overnight",0.129987642168999,0.87001234292984
"overreliance",0.183380037546158,0.81661993265152
"overrule",0.282639473676682,0.717360556125641
"overseeing",0.0404110960662365,0.959588825702667
"overseen",0.235810041427612,0.764189898967743
"oversight",0.705068230628967,0.294931799173355
"overstate",0.297933757305145,0.702066242694855
"overstated",0.27495801448822,0.725042045116425
"overstating",0.594371855258942,0.405628114938736
"overtake",0.773143827915192,0.226856127381325
"overtaken",0.655084133148193,0.344915866851807
"overtaking",0.56005871295929,0.439941346645355
"overtones",0.302405178546906,0.697594821453094
"overtures",0.707007944583893,0.292992055416107
"overturn",0.442273795604706,0.557726204395294
"overvalued",0.240502491593361,0.7594975233078
"overview",0.0985399037599564,0.90146005153656
"overwhelm",0.611235201358795,0.388764768838882
"overwhelmed",0.633552074432373,0.366447865962982
"overwhelming",0.0900804102420807,0.909919619560242
"owe",0.169587984681129,0.830412030220032
"owed",0.129402503371239,0.8705974817276
"own",0.117049872875214,0.882950127124786
"owned",0.11157863587141,0.888421356678009
"owner",0.114209301769733,0.885790705680847
"ownership",0.103884533047676,0.896115481853485
"oxen",0.261996477842331,0.738003551959991
"oxford",0.169522404670715,0.830477595329285
"ozempic",0.317244499921799,0.682755470275879
"p",0.114058718085289,0.88594126701355
"paas",0.1501594632864,0.849840521812439
"pace",0.0940419360995293,0.90595805644989
"pacific",0.166384071111679,0.833615958690643
"pack",0.122663699090481,0.877336323261261
"packaged",0.320718616247177,0.679281413555145
"packard",0.373732089996338,0.626267910003662
"packed",0.0422845333814621,0.957715392112732
"pact",0.384456515312195,0.61554354429245
"paedophile",0.445332199335098,0.554667830467224
"page",0.160039007663727,0.839960992336273
"pages",0.138402789831161,0.861597239971161
"paid",0.144631564617157,0.855368435382843
"pain",0.759008884429932,0.240991145372391
"painfully",0.836419582366943,0.163580417633057
"paint",0.222281709313393,0.777718305587769
"painter",0.274631798267365,0.72536826133728
"pair",0.119222715497017,0.880777359008789
"paired",0.610220789909363,0.38977923989296
"pakistan",0.319236010313034,0.680764019489288
"pal",0.148635298013687,0.851364731788635
"palakkad",0.238390728831291,0.761609256267548
"palantir",0.164999172091484,0.835000872612
"pale",0.218220770359039,0.781779229640961
"palestine",0.422762989997864,0.577236950397491
"palm",0.312423884868622,0.687576115131378
"palmolive",0.390641093254089,0.609358847141266
"palo",0.234505489468575,0.765494525432587
"paluzzi",0.105893783271313,0.894106209278107
"pam",0.325047194957733,0.674952805042267
"pan",0.207270234823227,0.792729794979095
"panasas",0.206727266311646,0.793272733688354
"panay",0.162526354193687,0.837473630905151
"pandemic",0.743046939373016,0.256953030824661
"panel",0.139950200915337,0.860049843788147
"panic",0.537799477577209,0.462200462818146
"panos",0.18536701798439,0.814632952213287
"pant",0.313162326812744,0.686837673187256
"paper",0.106343075633049,0.89365690946579
"pappas",0.272953987121582,0.727046012878418
"pappu",0.239809811115265,0.760190188884735
"par",0.158066675066948,0.841933369636536
"parade",0.206272810697556,0.793727159500122
"paradigm",0.503106772899628,0.496893227100372
"paradox",0.668298482894897,0.33170148730278
"paradoxical",0.682898104190826,0.317101895809174
"paragraph",0.172436594963074,0.827563345432281
"parallel",0.191104203462601,0.808895766735077
"parameter",0.175672724843025,0.824327230453491
"paramount",0.167771458625793,0.832228541374207
"paraphrase",0.556662321090698,0.443337708711624
"parent",0.0769293308258057,0.923070728778839
"pari",0.196648016571999,0.803351998329163
"park",0.0559291318058968,0.944070816040039
"parliament",0.167289361357689,0.832710564136505
"parodying",0.641313791275024,0.35868626832962
"parse",0.162392139434814,0.837607860565186
"parsing",0.551337361335754,0.448662608861923
"partially",0.151629105210304,0.848370909690857
"participant",0.041059497743845,0.958940446376801
"participate",0.0330263152718544,0.966973662376404
"participated",0.0452741049230099,0.954725921154022
"participating",0.0253504794090986,0.974649488925934
"partisan",0.188486188650131,0.811513841152191
"partly",0.14460226893425,0.855397760868073
"partner",0.134994238615036,0.865005731582642
"partnered",0.16261488199234,0.837385058403015
"partnering",0.120128571987152,0.879871368408203
"partnership",0.0685075223445892,0.931492447853088
"party",0.088773600757122,0.911226451396942
"partying",0.42485523223877,0.57514476776123
"pas",0.134666919708252,0.865333080291748
"passable",0.209029570221901,0.790970385074615
"passage",0.20368692278862,0.796313107013702
"passed",0.116431094706059,0.883568942546844
"passion",0.0422260463237762,0.957773923873901
"passionate",0.0749001130461693,0.925099849700928
"passive",0.0523212440311909,0.947678804397583
"password",0.363581985235214,0.636417984962463
"past",0.148178368806839,0.851821601390839
"paste",0.148194044828415,0.851805984973907
"pasting",0.306951701641083,0.693048298358917
"patch",0.214446887373924,0.785553157329559
"patel",0.227057129144669,0.772942841053009
"patent",0.152937173843384,0.847062826156616
"path",0.123296916484833,0.876703143119812
"pathanamthitta",0.302507251501083,0.697492778301239
"pathogen",0.430107265710831,0.569892764091492
"pathologist",0.285106152296066,0.714893877506256
"pathology",0.302745550870895,0.697254419326782
"pathway",0.148311614990234,0.851688325405121
"patient",0.243503510951996,0.756496548652649
"patman",0.295248180627823,0.7047518491745
"patrick",0.138309106230736,0.861690938472748
"pattern",0.257584869861603,0.742415130138397
"paul",0.430099606513977,0.569900333881378
"pause",0.191057533025742,0.808942496776581
"pave",0.219298362731934,0.780701637268066
"paved",0.138576507568359,0.861423492431641
"paving",0.498136669397354,0.501863300800323
"pay",0.117949269711971,0.882050693035126
"payday",0.154043197631836,0.845956802368164
"paying",0.0824478641152382,0.91755211353302
"payment",0.200935989618301,0.799063980579376
"paypal",0.379753321409225,0.620246708393097
"payroll",0.181389138102531,0.818610846996307
"paywall",0.536450028419495,0.463550001382828
"pc",0.147593677043915,0.852406322956085
"pcie",0.204065665602684,0.795934319496155
"pcsos",0.238867193460464,0.761132776737213
"pdf",0.168570384383202,0.831429541110992
"pe",0.177547425031662,0.82245260477066
"peace",0.123216025531292,0.876783967018127
"peaceful",0.16700567305088,0.832994341850281
"peak",0.0856900960206985,0.914309918880463
"peer",0.0787577852606773,0.921242237091064
"peering",0.596772432327271,0.403227627277374
"peiris",0.282252073287964,0.717747986316681
"pen",0.168517842888832,0.831482172012329
"penalty",0.258061289787292,0.741938710212708
"pence",0.166838333010674,0.83316171169281
"pencil",0.156218945980072,0.843781054019928
"pending",0.267593950033188,0.73240602016449
"peninsula",0.131993025541306,0.868006944656372
"penned",0.365828782320023,0.634171187877655
"pennsylvania",0.240076318383217,0.7599236369133
"pentagon",0.114261172711849,0.885738849639893
"peopleai",0.145131036639214,0.85486900806427
"peraso",0.228935107588768,0.771064877510071
"perceive",0.0650226622819901,0.934977352619171
"perceived",0.734867751598358,0.265132218599319
"percent",0.117270149290562,0.882729828357697
"percentage",0.200412958860397,0.799587070941925
"perception",0.323152363300323,0.676847636699677
"perched",0.698311626911163,0.301688343286514
"perfect",0.042398564517498,0.957601428031921
"perfectly",0.040058258920908,0.959941744804382
"perform",0.133984476327896,0.866015493869781
"performance",0.0148620046675205,0.98513799905777
"performant",0.143552497029305,0.856447517871857
"performed",0.369102150201797,0.63089781999588
"performing",0.0150669198483229,0.984933078289032
"peril",0.728731036186218,0.271268993616104
"period",0.182634428143501,0.81736558675766
"permanent",0.284453839063644,0.715546190738678
"permanently",0.466627061367035,0.533372938632965
"permission",0.276639699935913,0.723360359668732
"permissive",0.248165979981422,0.751833975315094
"perpetuate",0.12783682346344,0.872163236141205
"persecuted",0.742842972278595,0.257156997919083
"persistent",0.387358665466309,0.612641394138336
"person",0.0772659927606583,0.922734022140503
"persona",0.176984652876854,0.823015332221985
"personal",0.218772113323212,0.781227946281433
"personalised",0.480056166648865,0.519943833351135
"personalising",0.291684716939926,0.708315253257751
"personality",0.0848224759101868,0.915177524089813
"personalization",0.34393036365509,0.65606963634491
"personalize",0.331968516111374,0.668031513690948
"personalized",0.439660876989365,0.560339093208313
"personalizes",0.411114245653152,0.58888578414917
"personalizing",0.313909620046616,0.686090350151062
"personally",0.166736915707588,0.833263099193573
"personified",0.208897426724434,0.791102588176727
"perspective",0.129287600517273,0.870712459087372
"perspectives",0.12294702231884,0.877052962779999
"persuade",0.637833774089813,0.362166225910187
"persuaded",0.751974403858185,0.248025596141815
"persuades",0.558324754238129,0.441675215959549
"peru",0.307737797498703,0.692262232303619
"pervasive",0.772343635559082,0.227656334638596
"pessimism",0.945738255977631,0.0542617440223694
"pessimistic",0.950502216815948,0.0494977422058582
"pet",0.156802415847778,0.843197584152222
"pete",0.158211335539818,0.841788649559021
"peter",0.328619569540024,0.671380460262299
"pew",0.220255732536316,0.779744207859039
"pexip",0.214546754956245,0.785453259944916
"pharma",0.169043689966202,0.830956339836121
"pharmaceutical",0.293922454118729,0.706077516078949
"pharmacy",0.847543299198151,0.152456745505333
"phase",0.089822456240654,0.91017746925354
"phaseapple",0.114596538245678,0.885403513908386
"phd",0.168183550238609,0.831816434860229
"phenomenon",0.0149321593344212,0.985067784786224
"phil",0.111046724021435,0.888953268527985
"philanthropy",0.0660652741789818,0.93393474817276
"philip",0.162979260087013,0.837020695209503
"philosophical",0.119375139474869,0.880624830722809
"philosophy",0.0719047635793686,0.92809522151947
"phishing",0.400944203138351,0.599055826663971
"phoenix",0.133376568555832,0.866623401641846
"phon",0.318391025066376,0.681608974933624
"phone",0.156866490840912,0.843133509159088
"phony",0.0399193726480007,0.960080564022064
"photo",0.080737330019474,0.919262647628784
"photograph",0.0667191371321678,0.933280825614929
"photographer",0.0767559036612511,0.923244059085846
"photoshop",0.139054253697395,0.860945761203766
"phrase",0.219500467181206,0.780499517917633
"phrasing",0.527790367603302,0.472209572792053
"physic",0.0783706083893776,0.921629369258881
"physical",0.0888019651174545,0.911198079586029
"physician",0.112213395535946,0.887786567211151
"pichai",0.21384759247303,0.786152422428131
"pick",0.135998129844666,0.864001870155334
"picked",0.109687566757202,0.890312492847443
"picking",0.201103314757347,0.798896729946136
"pictet",0.134395644068718,0.865604281425476
"picture",0.0595121532678604,0.940487802028656
"pictures",0.105602085590363,0.894397914409637
"pictwittercom",0.209323450922966,0.790676534175873
"piece",0.158138126134872,0.84186190366745
"pieces",0.153900653123856,0.846099317073822
"pig",0.252821087837219,0.747178971767426
"pike",0.1607915610075,0.839208483695984
"pil",0.347904026508331,0.652095913887024
"pile",0.762293577194214,0.237706422805786
"pill",0.473744720220566,0.526255309581757
"pillar",0.121695294976234,0.878304719924927
"pilot",0.0804208219051361,0.919579207897186
"piloted",0.488021045923233,0.511978924274445
"piloting",0.203008323907852,0.79699170589447
"pin",0.150669202208519,0.84933078289032
"pinch",0.181666761636734,0.818333208560944
"ping",0.148501813411713,0.851498186588287
"pink",0.391139656305313,0.608860313892365
"pinpointed",0.391174674034119,0.608825325965881
"pinpointing",0.351319462060928,0.648680567741394
"pioneer",0.086634986102581,0.913365006446838
"pioneered",0.0300219301134348,0.969978034496307
"pioneering",0.026925403624773,0.973074555397034
"pipeline",0.299772679805756,0.700227320194244
"pipelines",0.241051509976387,0.758948504924774
"piracy",0.449753761291504,0.550246179103851
"pitch",0.370747685432434,0.629252314567566
"pitchbook",0.264842808246613,0.735157191753387
"pitched",0.176167234778404,0.823832750320435
"pitcher",0.259104788303375,0.740895211696625
"pitching",0.0929930955171585,0.907006919384003
"pitfall",0.605018198490143,0.39498183131218
"pivot",0.0818946585059166,0.918105363845825
"pivotal",0.496053248643875,0.503946721553802
"pivoted",0.528658270835876,0.471341758966446
"pivoting",0.134513154625893,0.865486860275269
"pixel",0.112012401223183,0.887987613677979
"pixelated",0.20355649292469,0.796443521976471
"pixelworks",0.111950539052486,0.888049483299255
"pizza",0.178524002432823,0.821475982666016
"placement",0.344031125307083,0.655968904495239
"plagiarism",0.775300979614258,0.224699079990387
"plaid",0.347024440765381,0.652975559234619
"plain",0.177166745066643,0.822833180427551
"plan",0.191429018974304,0.808570981025696
"planet",0.0969255045056343,0.903074502944946
"planned",0.195754438638687,0.804245591163635
"planning",0.191327959299088,0.808672070503235
"plant",0.12042348831892,0.879576563835144
"planted",0.360322058200836,0.639678001403809
"planting",0.123682796955109,0.876317262649536
"plantronics",0.116951085627079,0.883048892021179
"plasticity",0.0341820269823074,0.965817928314209
"plate",0.324357956647873,0.675642013549805
"platform",0.091167226433754,0.908832788467407
"platitudes",0.398612141609192,0.601387798786163
"plausible",0.72978413105011,0.270215839147568
"play",0.0303196329623461,0.969680368900299
"playbook",0.0851758494973183,0.914824187755585
"played",0.0569433942437172,0.943056583404541
